country,country_code,report_year,top_1_share_pretax,next_9_share_pretax,middle_40_share_pretax,poorest_50_share_pretax,top_10_share_pretax
Serbia,SRB,2013,15.24,26.47,45.579998,12.710001,41.71
Yemen,YEM,2023,24.81,34.25,30.779999,10.16,59.06
Zambia,ZMB,1991,19.050001,40.079998,35.370003,5.5,59.129999
Zambia,ZMB,1993,16.83,39.13,35.14,8.900001,55.96
Zambia,ZMB,1996,18.960001,35.68,34.7,10.66,54.640001
Zambia,ZMB,1998,20.029999,35.57,34.01,10.39,55.599999
Zambia,ZMB,2002,19.6,31.95,35.05,13.400001,51.55
Zambia,ZMB,2004,23.199999,37.059998,31.36,8.38,60.259997
Zambia,ZMB,2006,21.48,38.93,31.259998,8.34,60.41
Zambia,ZMB,2010,18.84,39.309998,32.5,9.36,58.149998
Zambia,ZMB,2015,22.27,38.36,31.600002,7.76,60.63
Zambia,ZMB,2022,17.880001,37.97,34.78,9.36,55.850001
Zambia,ZMB,2023,17.880001,37.97,34.78,9.36,55.850001
Zimbabwe,ZWE,1991,17.29,34.66,35.79,12.259999,51.95
Zimbabwe,ZWE,1996,17.37,34.63,35.74,12.25,52
Zimbabwe,ZWE,2011,17.37,34.63,35.74,12.25,52
Zimbabwe,ZWE,2017,17.29,34.66,35.79,12.259999,51.95
Zimbabwe,ZWE,2019,17.29,34.66,35.79,12.259999,51.95
Zimbabwe,ZWE,2022,17.29,34.66,35.79,12.259999,51.95
Zimbabwe,ZWE,2023,17.29,34.66,35.79,12.259999,51.95
Afghanistan,AFG,2008,15.870001,25.099998,39.92,19.11,40.969999
Afghanistan,AFG,2012,13.56,24.3,41.170002,20.98,37.86
Afghanistan,AFG,2017,15.389999,25.04,39.809998,19.76,40.429999
Afghanistan,AFG,2022,15.539999,25,39.739998,19.72,40.539999
Afghanistan,AFG,2023,15.16,25.11,39.92,19.81,40.27
Albania,ALB,1996,8.09,23.95,48.4,19.56,32.04
Albania,ALB,2002,8.25,24.6,48.36,18.79,32.85
Albania,ALB,2005,8.030001,24.18,48.46,19.33,32.210001
Albania,ALB,2008,8.14,23.74,48.46,19.65,31.88
Albania,ALB,2012,8.58,24.07,47.72,19.63,32.65
Albania,ALB,2015,9.64,25.9,46.42,18.05,35.54
Albania,ALB,2016,9.5,25.39,47.06,18.039999,34.89
Albania,ALB,2017,9.62,25.34,46.98,18.06,34.96
Albania,ALB,2018,9.5,25.279999,47.1,18.109999,34.779999
Albania,ALB,2022,9.089999,25.11,47.47,18.32,34.199999
Albania,ALB,2023,9.17,25.18,47.37,18.279999,34.35
Algeria,DZA,1988,15.440001,30.230001,37.48,16.84,45.670002
Algeria,DZA,1989,15.360001,30.46,37.41,16.779999,45.820001
Algeria,DZA,1990,16.04,30.019999,37.26,16.689999,46.059999
Algeria,DZA,1991,15.05,32.13,36.489998,16.33,47.18
Algeria,DZA,1992,15.719999,30.109999,37.42,16.75,45.829998
Algeria,DZA,1993,15.52,31.64,36.46,16.37,47.16
Algeria,DZA,1994,14.09,37.13,33.67,15.099999,51.22
Algeria,DZA,1995,15.22,32.38,36.18,16.230001,47.6
Algeria,DZA,1996,15.610001,30.199999,37.39,16.8,45.81
Algeria,DZA,1997,15.42,32,36.289997,16.300001,47.42
Algeria,DZA,1998,15.710001,30.35,37.23,16.72,46.060001
Algeria,DZA,1999,15.690001,30.210001,37.35,16.74,45.900002
Algeria,DZA,2000,15.29,32.460003,36.05,16.210001,47.750003
Algeria,DZA,2001,15.21,31.650002,36.66,16.48,46.860002
Algeria,DZA,2002,18.179998,29.23,36.3,16.29,47.409998
Algeria,DZA,2003,17.2,30.08,36.379997,16.34,47.28
Algeria,DZA,2004,15.57,30.32,37.35,16.75,45.89
Algeria,DZA,2005,15.559999,30.25,37.39,16.8,45.809999
Algeria,DZA,2006,15.379999,31.2,36.87,16.55,46.579999
Algeria,DZA,2007,14.87,33.34,35.210003,16.58,48.21
Algeria,DZA,2008,15.59,29.97,36.52,17.92,45.56
Algeria,DZA,2009,16.240002,28.76,36.39,18.619999,45.000002
Algeria,DZA,2010,16.140001,27.98,36.469997,19.41,44.120001
Algeria,DZA,2011,15.950001,26.769999,36.94,20.34,42.72
Algeria,DZA,2022,23.74,25.86,32.63,17.76,49.6
Algeria,DZA,2023,22.64,26.12,33.18,18.07,48.76
Andorra,AND,1980,9.08,23.14,47.32,20.460001,32.22
Andorra,AND,1981,9.049999,23.17,47.33,20.45,32.219999
Andorra,AND,1982,9.0199995,23.16,47.510002,20.32,32.1799995
Andorra,AND,1983,9.13,23.17,47.19,20.51,32.3
Andorra,AND,1984,9.34,23.32,47.03,20.31,32.66
Andorra,AND,1985,9.37,23.5,47.24,19.89,32.87
Andorra,AND,1986,9.34,23.18,47.3,20.17,32.52
Andorra,AND,1987,9.2699995,23.23,47.19,20.31,32.4999995
Andorra,AND,1988,9.33,23.109999,46.74,20.82,32.439999
Andorra,AND,1989,9.43,23.17,46.69,20.710001,32.6
Andorra,AND,1990,9.22,23.28,46.56,20.93,32.5
Andorra,AND,1991,9.139999,23.16,46.64,21.05,32.299999
Andorra,AND,1992,9.51,23.69,46.239998,20.550001,33.2
Andorra,AND,1993,9.63,23.82,46.67,19.88,33.45
Andorra,AND,1994,10.07,24.1,46.45,19.37,34.17
Andorra,AND,1995,9.75,24.11,46.59,19.56,33.86
Andorra,AND,1996,10.08,23.95,46.44,19.53,34.03
Andorra,AND,1997,10.679999,24.130001,45.989998,19.19,34.81
Andorra,AND,1998,10.809999,24.14,45.789997,19.26,34.949999
Andorra,AND,1999,10.88,24.11,45.76,19.24,34.99
Andorra,AND,2000,11.3,24.27,45.52,18.92,35.57
Andorra,AND,2001,10.86,24.25,45.96,18.93,35.11
Andorra,AND,2002,10.5,24.11,46.2,19.19,34.61
Andorra,AND,2003,10.75,24.01,46.37,18.87,34.76
Andorra,AND,2004,11.16,23.880001,46.88,18.08,35.040001
Andorra,AND,2005,11.34,23.94,46.399998,18.32,35.28
Andorra,AND,2006,12,23.980001,45.87,18.16,35.980001
Andorra,AND,2007,11.9800005,24.09,45.52,18.4,36.0700005
Andorra,AND,2008,10.78,23.46,46.6,19.16,34.24
Andorra,AND,2009,9.88,23.6,47.02,19.5,33.48
Andorra,AND,2010,10.93,24.21,46.43,18.43,35.14
Andorra,AND,2011,10.88,24.18,46.62,18.33,35.06
Andorra,AND,2012,10.25,24.15,47.170002,18.44,34.4
Andorra,AND,2013,10.400001,24.23,47.170002,18.189999,34.630001
Andorra,AND,2014,10.849999,24.24,46.85,18.06,35.089999
Andorra,AND,2015,10.66,24.33,46.92,18.09,34.99
Andorra,AND,2016,10.7699995,24.359999,46.69,18.189999,35.1299985
Andorra,AND,2017,10.78,24.5,46.41,18.32,35.28
Andorra,AND,2018,10.83,24.42,46.27,18.49,35.25
Andorra,AND,2019,10.49,24.529999,46.309998,18.68,35.019999
Andorra,AND,2020,10.58,24.279999,46.54,18.6,34.859999
Andorra,AND,2021,11.4,24.130001,46.03,18.44,35.530001
Andorra,AND,2022,11.5,24.17,45.85,18.49,35.67
Andorra,AND,2023,11.5,24.17,45.85,18.49,35.67
Angola,AGO,1995,22.74,35.94,32.06,9.26,58.68
Angola,AGO,2000,22.16,36.329998,32.2,9.309999,58.489998
Angola,AGO,2008,15.16,33.69,38.09,13.06,48.85
Angola,AGO,2018,26.089998,31.760002,32.68,9.4800005,57.85
Angola,AGO,2022,25.87,31.85,32.78,9.51,57.72
Angola,AGO,2023,25.86,31.86,32.78,9.51,57.72
Anguilla,AIA,1980,23.75,32.190002,35.87,8.190001,55.940002
Anguilla,AIA,1981,23.64,32.29,35.9,8.16,55.93
Anguilla,AIA,1982,23.53,32.4,35.94,8.13,55.93
Anguilla,AIA,1983,23.42,32.510002,35.97,8.1,55.930002
Anguilla,AIA,1984,23.31,32.61,36.01,8.070001,55.92
Anguilla,AIA,1985,23.19,32.73,36.04,8.030001,55.92
Anguilla,AIA,1986,23.07,32.85,36.09,8,55.92
Anguilla,AIA,1987,22.949999,32.96,36.12,7.96,55.909999
Anguilla,AIA,1988,22.83,33.079998,36.16,7.9300003,55.909998
Anguilla,AIA,1989,22.71,33.21,36.21,7.8599997,55.92
Anguilla,AIA,1990,22.58,33.34,36.26,7.83,55.92
Anguilla,AIA,1991,22.57,33.23,36.3,7.8900003,55.8
Anguilla,AIA,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Anguilla,AIA,1993,22.54,33.059998,36.44,7.9700003,55.599998
Anguilla,AIA,1994,22.53,32.97,36.489998,8,55.5
Anguilla,AIA,1995,22.52,32.88,36.559998,8.04,55.4
Anguilla,AIA,1996,22.51,32.8,36.62,8.070001,55.31
Anguilla,AIA,1997,22.5,32.71,36.68,8.110001,55.21
Anguilla,AIA,1998,22.490002,32.63,36.73,8.14,55.120002
Anguilla,AIA,1999,22.480001,32.550003,36.8,8.18,55.030004
Anguilla,AIA,2000,22.470001,32.47,36.86,8.21,54.940001
Anguilla,AIA,2001,22.310001,32.460003,36.98,8.26,54.770004
Anguilla,AIA,2002,22.16,32.440002,37.09,8.299999,54.600002
Anguilla,AIA,2003,22.02,32.43,37.22,8.349999,54.45
Anguilla,AIA,2004,21.89,32.41,37.31,8.389999,54.3
Anguilla,AIA,2005,21.76,32.4,37.41,8.429999,54.16
Anguilla,AIA,2006,21.64,32.390003,37.5,8.46,54.030003
Anguilla,AIA,2007,21.529999,32.370003,37.6,8.5,53.900002
Anguilla,AIA,2008,21.42,32.36,37.69,8.53,53.78
Anguilla,AIA,2009,21.31,32.350002,37.77,8.57,53.660002
Anguilla,AIA,2010,21.21,32.34,37.86,8.6,53.55
Anguilla,AIA,2011,21.199999,31.830002,37.8,9.17,53.030001
Anguilla,AIA,2012,21.199999,31.32,37.75,9.74,52.519999
Anguilla,AIA,2013,21.199999,30.8,37.69,10.3,51.999999
Anguilla,AIA,2014,21.199999,30.300001,37.65,10.86,51.5
Anguilla,AIA,2015,21.189999,29.800001,37.59,11.41,50.99
Anguilla,AIA,2016,21.189999,29.300001,37.55,11.97,50.49
Anguilla,AIA,2017,21.189999,28.8,37.49,12.51,49.989999
Anguilla,AIA,2018,21.18,28.32,37.44,13.06,49.5
Anguilla,AIA,2019,21.18,27.829998,37.41,13.6,49.009998
Anguilla,AIA,2020,21.199999,27.369999,37.38,14.059999,48.569998
Anguilla,AIA,2021,21.199999,27.369999,37.38,14.059999,48.569998
Anguilla,AIA,2022,21.199999,27.369999,37.38,14.059999,48.569998
Anguilla,AIA,2023,21.199999,27.369999,37.38,14.059999,48.569998
Antigua and Barbuda,ATG,1980,23.75,32.190002,35.87,8.190001,55.940002
Antigua and Barbuda,ATG,1981,23.64,32.29,35.9,8.16,55.93
Antigua and Barbuda,ATG,1982,23.53,32.4,35.94,8.13,55.93
Antigua and Barbuda,ATG,1983,23.42,32.510002,35.97,8.1,55.930002
Antigua and Barbuda,ATG,1984,23.31,32.61,36.01,8.070001,55.92
Antigua and Barbuda,ATG,1985,23.19,32.73,36.04,8.030001,55.92
Antigua and Barbuda,ATG,1986,23.07,32.85,36.09,8,55.92
Antigua and Barbuda,ATG,1987,22.949999,32.96,36.12,7.96,55.909999
Antigua and Barbuda,ATG,1988,22.83,33.079998,36.16,7.9300003,55.909998
Antigua and Barbuda,ATG,1989,22.71,33.21,36.21,7.8599997,55.92
Antigua and Barbuda,ATG,1990,22.58,33.34,36.26,7.83,55.92
Antigua and Barbuda,ATG,1991,22.57,33.23,36.3,7.8900003,55.8
Antigua and Barbuda,ATG,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Antigua and Barbuda,ATG,1993,22.54,33.059998,36.44,7.9700003,55.599998
Antigua and Barbuda,ATG,1994,22.53,32.97,36.489998,8,55.5
Antigua and Barbuda,ATG,1995,22.52,32.88,36.559998,8.04,55.4
Antigua and Barbuda,ATG,1996,22.51,32.8,36.62,8.070001,55.31
Antigua and Barbuda,ATG,1997,22.5,32.71,36.68,8.110001,55.21
Antigua and Barbuda,ATG,1998,22.490002,32.63,36.73,8.14,55.120002
Antigua and Barbuda,ATG,1999,22.480001,32.550003,36.8,8.18,55.030004
Antigua and Barbuda,ATG,2000,22.470001,32.47,36.86,8.21,54.940001
Antigua and Barbuda,ATG,2001,22.310001,32.460003,36.98,8.26,54.770004
Antigua and Barbuda,ATG,2002,22.16,32.440002,37.09,8.299999,54.600002
Antigua and Barbuda,ATG,2003,22.02,32.43,37.22,8.349999,54.45
Antigua and Barbuda,ATG,2004,21.89,32.41,37.31,8.389999,54.3
Antigua and Barbuda,ATG,2005,21.76,32.4,37.41,8.429999,54.16
Antigua and Barbuda,ATG,2006,21.64,32.390003,37.5,8.46,54.030003
Antigua and Barbuda,ATG,2007,21.529999,32.370003,37.6,8.5,53.900002
Antigua and Barbuda,ATG,2008,21.42,32.36,37.69,8.53,53.78
Antigua and Barbuda,ATG,2009,21.31,32.350002,37.77,8.57,53.660002
Antigua and Barbuda,ATG,2010,21.21,32.34,37.86,8.6,53.55
Antigua and Barbuda,ATG,2011,21.199999,31.830002,37.8,9.17,53.030001
Antigua and Barbuda,ATG,2012,21.199999,31.32,37.75,9.74,52.519999
Antigua and Barbuda,ATG,2013,21.199999,30.8,37.69,10.3,51.999999
Antigua and Barbuda,ATG,2014,21.199999,30.300001,37.65,10.86,51.5
Antigua and Barbuda,ATG,2015,21.189999,29.800001,37.59,11.41,50.99
Antigua and Barbuda,ATG,2016,21.189999,29.300001,37.55,11.97,50.49
Antigua and Barbuda,ATG,2017,21.189999,28.8,37.49,12.51,49.989999
Antigua and Barbuda,ATG,2018,21.18,28.32,37.44,13.06,49.5
Antigua and Barbuda,ATG,2019,21.18,27.829998,37.41,13.6,49.009998
Antigua and Barbuda,ATG,2020,21.199999,27.369999,37.38,14.059999,48.569998
Antigua and Barbuda,ATG,2021,21.199999,27.369999,37.38,14.059999,48.569998
Antigua and Barbuda,ATG,2022,21.199999,27.369999,37.38,14.059999,48.569998
Antigua and Barbuda,ATG,2023,21.199999,27.369999,37.38,14.059999,48.569998
Argentina,ARG,2001,14.440001,36.64,41.2,7.7200003,51.080001
Argentina,ARG,2002,15.34,36.69,40.329998,7.63,52.03
Argentina,ARG,2003,15.880001,32.73,40.66,10.73,48.610001
Argentina,ARG,2004,13.77,33.01,41.710003,11.509999,46.78
Argentina,ARG,2005,11.77,33.34,43.079998,11.81,45.11
Argentina,ARG,2006,10.559999,33.34,43.66,12.44,43.899999
Argentina,ARG,2007,14.56,31.32,41.59,12.530001,45.88
Argentina,ARG,2008,14.71,31.349998,41.23,12.710001,46.059998
Argentina,ARG,2009,12,30.8,44.31,12.89,42.8
Argentina,ARG,2010,12.01,32.07,42.59,13.320001,44.08
Argentina,ARG,2011,11.64,30.899998,43.35,14.110001,42.539998
Argentina,ARG,2012,8.55,30.89,45.92,14.63,39.44
Argentina,ARG,2013,9.99,30.49,44.95,14.56,40.48
Argentina,ARG,2014,10.2,30.41,45.59,13.789999,40.61
Argentina,ARG,2015,12.13,31.029999,42.73,14.110001,43.159999
Argentina,ARG,2016,14.07,31.650002,39.87,14.42,45.720002
Argentina,ARG,2017,11.82,31.420002,41.780003,14.990001,43.240002
Argentina,ARG,2018,12.179999,31.48,41.75,14.58,43.659999
Argentina,ARG,2022,12.36,31.009998,41.14,15.49,43.369998
Argentina,ARG,2023,12.36,31.009998,41.14,15.49,43.369998
Armenia,ARM,1996,19.42,27.18,38.56,14.839999,46.6
Armenia,ARM,1999,17.6,26.320002,38.77,17.32,43.920002
Armenia,ARM,2002,15.59,27.11,38.66,18.64,42.7
Armenia,ARM,2003,16.699999,25.630001,38.16,19.51,42.33
Armenia,ARM,2004,18.960001,26.67,36.59,17.77,45.630001
Armenia,ARM,2005,18,27.61,36.39,17.99,45.61
Armenia,ARM,2006,13.160001,23.76,41.48,21.59,36.920001
Armenia,ARM,2007,12.690001,25.09,41.59,20.630001,37.780001
Armenia,ARM,2008,12.97,23.62,41.83,21.57,36.59
Armenia,ARM,2009,12.530001,25.119999,40.94,21.41,37.65
Armenia,ARM,2010,15.009999,23.54,40.45,21.01,38.549999
Armenia,ARM,2011,13.259999,23.27,41.670002,21.789999,36.529999
Armenia,ARM,2012,13.38,23.46,41.15,22.01,36.84
Armenia,ARM,2013,14.669999,24.130001,40.48,20.720001,38.8
Armenia,ARM,2014,14.300001,25.73,39.8,20.17,40.030001
Armenia,ARM,2015,15.150001,24.99,39.89,19.96,40.140001
Armenia,ARM,2016,18.06,22.300001,40.73,18.91,40.360001
Armenia,ARM,2017,17.12,30.880001,34.91,17.09,48.000001
Armenia,ARM,2018,17.5,25.87,38.13,18.51,43.37
Armenia,ARM,2022,14.62,24.98,39.879997,20.51,39.6
Armenia,ARM,2023,15.809999,23.83,39.85,20.51,39.639999
Aruba,ABW,1980,23.75,32.190002,35.87,8.190001,55.940002
Aruba,ABW,1981,23.64,32.29,35.9,8.16,55.93
Aruba,ABW,1982,23.53,32.4,35.94,8.13,55.93
Aruba,ABW,1983,23.42,32.510002,35.97,8.1,55.930002
Aruba,ABW,1984,23.31,32.61,36.01,8.070001,55.92
Aruba,ABW,1985,23.19,32.73,36.04,8.030001,55.92
Aruba,ABW,1986,23.07,32.85,36.09,8,55.92
Aruba,ABW,1987,22.949999,32.96,36.12,7.96,55.909999
Aruba,ABW,1988,22.83,33.079998,36.16,7.9300003,55.909998
Aruba,ABW,1989,22.71,33.21,36.21,7.8599997,55.92
Aruba,ABW,1990,22.58,33.34,36.26,7.83,55.92
Aruba,ABW,1991,22.57,33.23,36.3,7.8900003,55.8
Aruba,ABW,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Aruba,ABW,1993,22.54,33.059998,36.44,7.9700003,55.599998
Aruba,ABW,1994,22.53,32.97,36.489998,8,55.5
Aruba,ABW,1995,22.52,32.88,36.559998,8.04,55.4
Aruba,ABW,1996,22.51,32.8,36.62,8.070001,55.31
Aruba,ABW,1997,22.5,32.71,36.68,8.110001,55.21
Aruba,ABW,1998,22.490002,32.63,36.73,8.14,55.120002
Aruba,ABW,1999,22.480001,32.550003,36.8,8.18,55.030004
Aruba,ABW,2000,22.470001,32.47,36.86,8.21,54.940001
Aruba,ABW,2001,22.310001,32.460003,36.98,8.26,54.770004
Aruba,ABW,2002,22.16,32.440002,37.09,8.299999,54.600002
Aruba,ABW,2003,22.02,32.43,37.22,8.349999,54.45
Aruba,ABW,2004,21.89,32.41,37.31,8.389999,54.3
Aruba,ABW,2005,21.76,32.4,37.41,8.429999,54.16
Aruba,ABW,2006,21.64,32.390003,37.5,8.46,54.030003
Aruba,ABW,2007,21.529999,32.370003,37.6,8.5,53.900002
Aruba,ABW,2008,21.42,32.36,37.69,8.53,53.78
Aruba,ABW,2009,21.31,32.350002,37.77,8.57,53.660002
Aruba,ABW,2010,21.21,32.34,37.86,8.6,53.55
Aruba,ABW,2011,21.199999,31.830002,37.8,9.17,53.030001
Aruba,ABW,2012,21.199999,31.32,37.75,9.74,52.519999
Aruba,ABW,2013,21.199999,30.8,37.69,10.3,51.999999
Aruba,ABW,2014,21.199999,30.300001,37.65,10.86,51.5
Aruba,ABW,2015,21.189999,29.800001,37.59,11.41,50.99
Aruba,ABW,2016,21.189999,29.300001,37.55,11.97,50.49
Aruba,ABW,2017,21.189999,28.8,37.49,12.51,49.989999
Aruba,ABW,2018,21.18,28.32,37.44,13.06,49.5
Aruba,ABW,2019,21.18,27.829998,37.41,13.6,49.009998
Aruba,ABW,2020,21.199999,27.369999,37.38,14.059999,48.569998
Aruba,ABW,2021,21.199999,27.369999,37.38,14.059999,48.569998
Aruba,ABW,2022,21.199999,27.369999,37.38,14.059999,48.569998
Aruba,ABW,2023,21.199999,27.369999,37.38,14.059999,48.569998
Australia,AUS,1980,5.48,19.400002,55.620003,19.49,24.880002
Australia,AUS,1981,5.29,19.53,55.729996,19.44,24.82
Australia,AUS,1982,5.3199997,19.789999,55.78,19.12,25.1099987
Australia,AUS,1983,5.2999997,19.55,55.75,19.390001,24.8499997
Australia,AUS,1984,5.6400003,19.68,55.309998,19.36,25.3200003
Australia,AUS,1985,6.04,19.53,55.229996,19.2,25.57
Australia,AUS,1986,6.47,19.91,54.809998,18.81,26.38
Australia,AUS,1987,7.57,20.36,53.890003,18.179998,27.93
Australia,AUS,1988,9.26,20.26,52.73,17.76,29.52
Australia,AUS,1989,8.13,19.85,53.530003,18.48,27.98
Australia,AUS,1990,7.1000004,19.859999,54.32,18.74,26.9599994
Australia,AUS,1991,7.1000004,22.58,51.64,18.68,29.6800004
Australia,AUS,1992,6.8999996,22.400002,51.63,19.07,29.3000016
Australia,AUS,1993,7.2400002,22.67,51.370003,18.72,29.9100002
Australia,AUS,1994,7.6800003,22.74,51.090004,18.49,30.4200003
Australia,AUS,1995,7.9300003,23,50.64,18.42,30.9300003
Australia,AUS,1996,8.349999,22.64,50.370003,18.64,30.989999
Australia,AUS,1997,8.36,22.630001,50.68,18.33,30.990001
Australia,AUS,1998,8.190001,22.93,50.700005,18.17,31.120001
Australia,AUS,1999,8.349999,22.82,50.840004,17.98,31.169999
Australia,AUS,2000,9.099999,22.92,50.08,17.9,32.019999
Australia,AUS,2001,9.04,22.76,49.63,18.58,31.8
Australia,AUS,2002,9.43,23.25,49.67,17.65,32.68
Australia,AUS,2003,9.51,23.14,49.28,18.09,32.65
Australia,AUS,2004,10.31,23.28,48.45,17.96,33.59
Australia,AUS,2005,10.639999,23.44,48.44,17.49,34.079999
Australia,AUS,2006,10.21,23.77,48.489998,17.53,33.98
Australia,AUS,2007,11.01,23.3,47.88,17.810001,34.31
Australia,AUS,2008,10.62,23.77,48.37,17.24,34.39
Australia,AUS,2009,11.14,24.15,47.13,17.59,35.29
Australia,AUS,2010,10.92,24.1,47.39,17.58,35.02
Australia,AUS,2011,10.97,24.26,47.07,17.7,35.23
Australia,AUS,2012,10.65,24.449999,47.28,17.62,35.099999
Australia,AUS,2013,11.36,24.17,47.16,17.31,35.53
Australia,AUS,2014,10.84,24.12,47.59,17.45,34.96
Australia,AUS,2015,10.39,24.25,48.25,17.1,34.64
Australia,AUS,2016,9.86,24.03,48.73,17.39,33.89
Australia,AUS,2017,10.19,24.289999,48.260002,17.26,34.479999
Australia,AUS,2018,10.2,23.95,48.14,17.710001,34.15
Australia,AUS,2022,10.84,22.77,49.38,17.01,33.61
Australia,AUS,2023,9.969999,23,49.85,17.17,32.969999
Austria,AUT,2004,11.200001,22.06,42.86,23.890001,33.260001
Austria,AUT,2005,11.04,23.66,42.29,23.01,34.7
Austria,AUT,2006,13.079999,23.6,41.260002,22.07,36.679999
Austria,AUT,2007,11.25,23.27,42.66,22.81,34.52
Austria,AUT,2008,12.13,22.69,42.25,22.939999,34.82
Austria,AUT,2009,11.25,22.75,43.09,22.92,34
Austria,AUT,2010,11.110001,22.83,43.1,22.96,33.940001
Austria,AUT,2011,11,22.210001,43.42,23.36,33.210001
Austria,AUT,2012,8.150001,23.09,44.64,24.130001,31.240001
Austria,AUT,2013,8.820001,22.62,44.25,24.32,31.440001
Austria,AUT,2014,10.849999,22.43,43.12,23.59,33.279999
Austria,AUT,2015,9.94,22.66,43.77,23.62,32.6
Austria,AUT,2016,10.88,22.61,43.1,23.41,33.49
Austria,AUT,2022,13.089999,22.630001,41.100002,23.18,35.72
Austria,AUT,2023,11.35,23.09,41.93,23.64,34.44
Azerbaijan,AZE,1995,15.809999,26.460001,41.49,16.240002,42.27
Azerbaijan,AZE,2002,13.410001,23.24,40.19,23.15,36.650001
Azerbaijan,AZE,2003,12.82,23.31,40.79,23.09,36.13
Azerbaijan,AZE,2004,13.83,23.13,39.51,23.53,36.96
Azerbaijan,AZE,2022,13.58,23.26,39.78,23.37,36.84
Azerbaijan,AZE,2023,13.45,23.3,39.85,23.4,36.75
Bahamas,BHS,2022,17.87,33.94,37.81,10.37,51.81
Bahamas,BHS,2023,17.87,33.94,37.81,10.37,51.81
Bahrain,BHR,1995,21.88,33.93,32.23,11.96,55.81
Bahrain,BHR,2005,24.16,35,30.52,10.320001,59.16
Bahrain,BHR,2015,25.97,31.490002,31.18,11.35,57.460002
Bahrain,BHR,2022,25.470001,31.7,31.41,11.42,57.170001
Bahrain,BHR,2023,25.189999,31.82,31.52,11.469999,57.009999
Bangladesh,BGD,1983,11.71,24.15,42.25,21.89,35.86
Bangladesh,BGD,1985,13.28,25.02,40.65,21.04,38.3
Bangladesh,BGD,1988,14.129999,25.560001,40.239998,20.07,39.69
Bangladesh,BGD,1991,12.32,25.32,41.54,20.83,37.64
Bangladesh,BGD,1995,16.88,27.4,37.81,17.9,44.28
Bangladesh,BGD,2000,16.18,27.57,38.7,17.550001,43.75
Bangladesh,BGD,2005,16.619999,28.41,38.3,16.67,45.029999
Bangladesh,BGD,2010,16.380001,26.640001,39.19,17.79,43.020002
Bangladesh,BGD,2016,16.41,25.420002,39.25,18.92,41.830002
Bangladesh,BGD,2022,16.529999,25.400002,39.2,18.87,41.930001
Bangladesh,BGD,2023,16.01,25.75,39.309998,18.93,41.76
Barbados,BRB,1980,23.75,32.190002,35.87,8.190001,55.940002
Barbados,BRB,1981,23.64,32.29,35.9,8.16,55.93
Barbados,BRB,1982,23.53,32.4,35.94,8.13,55.93
Barbados,BRB,1983,23.42,32.510002,35.97,8.1,55.930002
Barbados,BRB,1984,23.31,32.61,36.01,8.070001,55.92
Barbados,BRB,1985,23.19,32.73,36.04,8.030001,55.92
Barbados,BRB,1986,23.07,32.85,36.09,8,55.92
Barbados,BRB,1987,22.949999,32.96,36.12,7.96,55.909999
Barbados,BRB,1988,22.83,33.079998,36.16,7.9300003,55.909998
Barbados,BRB,1989,22.71,33.21,36.21,7.8599997,55.92
Barbados,BRB,1990,22.58,33.34,36.26,7.83,55.92
Barbados,BRB,1991,22.57,33.23,36.3,7.8900003,55.8
Barbados,BRB,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Barbados,BRB,1993,22.54,33.059998,36.44,7.9700003,55.599998
Barbados,BRB,1994,22.53,32.97,36.489998,8,55.5
Barbados,BRB,1995,22.52,32.88,36.559998,8.04,55.4
Barbados,BRB,1996,22.51,32.8,36.62,8.070001,55.31
Barbados,BRB,1997,22.5,32.71,36.68,8.110001,55.21
Barbados,BRB,1998,22.490002,32.63,36.73,8.14,55.120002
Barbados,BRB,1999,22.480001,32.550003,36.8,8.18,55.030004
Barbados,BRB,2000,22.470001,32.47,36.86,8.21,54.940001
Barbados,BRB,2001,22.310001,32.460003,36.98,8.26,54.770004
Barbados,BRB,2002,22.16,32.440002,37.09,8.299999,54.600002
Barbados,BRB,2003,22.02,32.43,37.22,8.349999,54.45
Barbados,BRB,2004,21.89,32.41,37.31,8.389999,54.3
Barbados,BRB,2005,21.76,32.4,37.41,8.429999,54.16
Barbados,BRB,2006,21.64,32.390003,37.5,8.46,54.030003
Barbados,BRB,2007,21.529999,32.370003,37.6,8.5,53.900002
Barbados,BRB,2008,21.42,32.36,37.69,8.53,53.78
Barbados,BRB,2009,21.31,32.350002,37.77,8.57,53.660002
Barbados,BRB,2010,21.21,32.34,37.86,8.6,53.55
Barbados,BRB,2011,21.199999,31.830002,37.8,9.17,53.030001
Barbados,BRB,2012,21.199999,31.32,37.75,9.74,52.519999
Barbados,BRB,2013,21.199999,30.8,37.69,10.3,51.999999
Barbados,BRB,2014,21.199999,30.300001,37.65,10.86,51.5
Barbados,BRB,2015,21.189999,29.800001,37.59,11.41,50.99
Barbados,BRB,2016,21.189999,29.300001,37.55,11.97,50.49
Barbados,BRB,2017,21.189999,28.8,37.49,12.51,49.989999
Barbados,BRB,2018,21.18,28.32,37.44,13.06,49.5
Barbados,BRB,2019,21.18,27.829998,37.41,13.6,49.009998
Barbados,BRB,2020,21.199999,27.369999,37.38,14.059999,48.569998
