country,country_code,report_year,top_1_share_pretax,next_9_share_pretax,middle_40_share_pretax,poorest_50_share_pretax,top_10_share_pretax
Cote d'Ivoire,CIV,1987,20.890001,33.14,33.399998,12.57,54.030001
Cote d'Ivoire,CIV,1988,20.890001,33.14,33.399998,12.57,54.030001
Cote d'Ivoire,CIV,1992,16.28,31.029999,37.14,15.549999,47.309999
Cote d'Ivoire,CIV,1993,16.29,29.730001,37.82,16.16,46.020001
Cote d'Ivoire,CIV,1995,16.2,30.47,37.86,15.459999,46.67
Cote d'Ivoire,CIV,1998,17.61,31.54,36.559998,14.300001,49.15
Cote d'Ivoire,CIV,2002,22.16,32.2,34.09,11.54,54.36
Cote d'Ivoire,CIV,2008,18.71,32.29,36.129997,12.860001,51
Cote d'Ivoire,CIV,2015,17.66,32.11,37.17,13.06,49.77
Cote d'Ivoire,CIV,2022,20.890001,33.14,33.399998,12.57,54.030001
Cote d'Ivoire,CIV,2023,20.890001,33.14,33.399998,12.57,54.030001
Croatia,HRV,1984,4.12,23.07,51.74,21.07,27.19
Croatia,HRV,1985,4.14,23.19,51.7,20.970001,27.33
Croatia,HRV,1986,4.16,23.3,51.66,20.87,27.46
Croatia,HRV,1987,3.94,22.04,52.07,21.95,25.98
Croatia,HRV,1988,3.94,22.02,52.079998,21.97,25.96
Croatia,HRV,1989,4.4500003,25.119999,51.14,19.28,29.5699993
Croatia,HRV,1998,7.23,25.75,48.39,18.63,32.98
Croatia,HRV,1999,7.44,26.140001,48.5,17.92,33.580001
Croatia,HRV,2000,7.31,25.279999,48.45,18.95,32.589999
Croatia,HRV,2001,7.53,24.85,48.34,19.28,32.38
Croatia,HRV,2002,7.6899996,23.710001,48.52,20.08,31.4000006
Croatia,HRV,2003,7.5400004,23.41,48.44,20.61,30.9500004
Croatia,HRV,2004,7.95,23.74,48.13,20.19,31.69
Croatia,HRV,2005,8.57,23.980001,47.620003,19.82,32.550001
Croatia,HRV,2006,8.91,23.74,47.350002,20,32.65
Croatia,HRV,2007,9.39,24.12,47.11,19.390001,33.51
Croatia,HRV,2008,9.28,23.85,47.170002,19.699999,33.13
Croatia,HRV,2009,8.51,24,47.81,19.68,32.51
Croatia,HRV,2010,8.64,23.64,48.13,19.59,32.28
Croatia,HRV,2011,9.08,23.91,47.63,19.380001,32.99
Croatia,HRV,2012,8.81,24.07,47.72,19.390001,32.88
Croatia,HRV,2013,9.25,23.67,46.92,20.16,32.92
Croatia,HRV,2014,9.47,23.93,46.91,19.689999,33.4
Croatia,HRV,2015,9.77,23.48,46.92,19.82,33.25
Croatia,HRV,2016,8.89,23.46,47.49,20.16,32.35
Croatia,HRV,2017,9.19,23,47.920002,19.9,32.19
Croatia,HRV,2018,9.03,24.529999,46.28,20.16,33.559999
Croatia,HRV,2022,8.99,24.519999,46.3,20.19,33.509999
Croatia,HRV,2023,8.96,24.539999,46.309998,20.19,33.499999
Cuba,CUB,2022,13.71,31.14,41.45,13.7,44.85
Cuba,CUB,2023,13.71,31.14,41.45,13.7,44.85
Curacao,CUW,1980,23.75,32.190002,35.87,8.190001,55.940002
Curacao,CUW,1981,23.64,32.29,35.9,8.16,55.93
Curacao,CUW,1982,23.53,32.4,35.94,8.13,55.93
Curacao,CUW,1983,23.42,32.510002,35.97,8.1,55.930002
Curacao,CUW,1984,23.31,32.61,36.01,8.070001,55.92
Curacao,CUW,1985,23.19,32.73,36.04,8.030001,55.92
Curacao,CUW,1986,23.07,32.85,36.09,8,55.92
Curacao,CUW,1987,22.949999,32.96,36.12,7.96,55.909999
Curacao,CUW,1988,22.83,33.079998,36.16,7.9300003,55.909998
Curacao,CUW,1989,22.71,33.21,36.21,7.8599997,55.92
Curacao,CUW,1990,22.58,33.34,36.26,7.83,55.92
Curacao,CUW,1991,22.57,33.23,36.3,7.8900003,55.8
Curacao,CUW,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Curacao,CUW,1993,22.54,33.059998,36.44,7.9700003,55.599998
Curacao,CUW,1994,22.53,32.97,36.489998,8,55.5
Curacao,CUW,1995,22.52,32.88,36.559998,8.04,55.4
Curacao,CUW,1996,22.51,32.8,36.62,8.070001,55.31
Curacao,CUW,1997,22.5,32.71,36.68,8.110001,55.21
Curacao,CUW,1998,22.490002,32.63,36.73,8.14,55.120002
Curacao,CUW,1999,22.480001,32.550003,36.8,8.18,55.030004
Curacao,CUW,2000,22.470001,32.47,36.86,8.21,54.940001
Curacao,CUW,2001,22.310001,32.460003,36.98,8.26,54.770004
Curacao,CUW,2002,22.16,32.440002,37.09,8.299999,54.600002
Curacao,CUW,2003,22.02,32.43,37.22,8.349999,54.45
Curacao,CUW,2004,21.89,32.41,37.31,8.389999,54.3
Curacao,CUW,2005,21.76,32.4,37.41,8.429999,54.16
Curacao,CUW,2006,21.64,32.390003,37.5,8.46,54.030003
Curacao,CUW,2007,21.529999,32.370003,37.6,8.5,53.900002
Curacao,CUW,2008,21.42,32.36,37.69,8.53,53.78
Curacao,CUW,2009,21.31,32.350002,37.77,8.57,53.660002
Curacao,CUW,2010,21.21,32.34,37.86,8.6,53.55
Curacao,CUW,2011,21.199999,31.830002,37.8,9.17,53.030001
Curacao,CUW,2012,21.199999,31.32,37.75,9.74,52.519999
Curacao,CUW,2013,21.199999,30.8,37.69,10.3,51.999999
Curacao,CUW,2014,21.199999,30.300001,37.65,10.86,51.5
Curacao,CUW,2015,21.189999,29.800001,37.59,11.41,50.99
Curacao,CUW,2016,21.189999,29.300001,37.55,11.97,50.49
Curacao,CUW,2017,21.189999,28.8,37.49,12.51,49.989999
Curacao,CUW,2018,21.18,28.32,37.44,13.06,49.5
Curacao,CUW,2019,21.18,27.829998,37.41,13.6,49.009998
Curacao,CUW,2020,21.199999,27.369999,37.38,14.059999,48.569998
Curacao,CUW,2021,21.199999,27.369999,37.38,14.059999,48.569998
Curacao,CUW,2022,21.199999,27.369999,37.38,14.059999,48.569998
Curacao,CUW,2023,21.199999,27.369999,37.38,14.059999,48.569998
Cyprus,CYP,1990,11.29,25.11,44.54,19.050001,36.4
Cyprus,CYP,1996,10.95,24.56,45.62,18.87,35.51
Cyprus,CYP,2004,7.09,22.84,48.2,21.88,29.93
Cyprus,CYP,2005,7.53,22.57,48.28,21.63,30.1
Cyprus,CYP,2006,9.08,22.560001,47.29,21.08,31.640001
Cyprus,CYP,2007,7.61,22.62,48.629997,21.14,30.23
Cyprus,CYP,2008,10.09,23.59,45.23,21.1,33.68
Cyprus,CYP,2009,9.62,24.51,45.52,20.35,34.13
Cyprus,CYP,2010,8.71,24.15,46.36,20.78,32.86
Cyprus,CYP,2011,11.26,25.420002,44.510002,18.81,36.680002
Cyprus,CYP,2012,11.559999,25.46,44.510002,18.48,37.019999
Cyprus,CYP,2013,15.639999,25.380001,41.55,17.43,41.02
Cyprus,CYP,2014,11.54,25.57,44.920002,17.97,37.11
Cyprus,CYP,2015,11.150001,25.87,45.06,17.91,37.020001
Cyprus,CYP,2016,10.57,24.93,45.24,19.26,35.5
Cyprus,CYP,2017,9.92,24.84,44.960003,20.27,34.76
Cyprus,CYP,2022,8.42,24.25,46.25,21.09,32.67
Cyprus,CYP,2023,8.45,24.27,46.21,21.07,32.72
Czechia,CZE,1980,2.42,14.79,47.93,34.87,17.21
Czechia,CZE,1985,2.38,14.55,47.73,35.34,16.93
Czechia,CZE,1988,2.8100002,14.599999,47.52,35.06,17.4099992
Czechia,CZE,1992,8.54,16.59,44.06,30.809998,25.13
Czechia,CZE,1996,10.639999,18.449999,43.32,27.599998,29.089998
Czechia,CZE,2003,10.29,19.2,44.940002,25.57,29.49
Czechia,CZE,2004,11.54,18.08,43.35,27.03,29.62
Czechia,CZE,2005,12.05,17.86,42.85,27.25,29.91
Czechia,CZE,2006,11.62,18.64,43.309998,26.429998,30.26
Czechia,CZE,2007,10.94,18.279999,43.56,27.22,29.219999
Czechia,CZE,2008,14.27,17.37,41.93,26.429998,31.64
Czechia,CZE,2009,11.27,17.880001,43.13,27.71,29.150001
Czechia,CZE,2010,11.5199995,18.01,43.32,27.140001,29.5299995
Czechia,CZE,2011,9.9,18.48,43.37,28.25,28.38
Czechia,CZE,2012,11.45,18.289999,42.809998,27.45,29.739999
Czechia,CZE,2013,10.450001,19.050001,44.170002,26.320002,29.500002
Czechia,CZE,2014,10.450001,18.960001,43.3,27.289999,29.410002
Czechia,CZE,2015,11.29,18.7,43.18,26.83,29.99
Czechia,CZE,2016,10.559999,18.289999,42.899998,28.259998,28.849998
Czechia,CZE,2017,10.04,18.359999,43.46,28.130001,28.399999
Czechia,CZE,2018,10.059999,17.98,43.8,28.150002,28.039999
Czechia,CZE,2022,9.68,17.74,44.09,28.5,27.42
Czechia,CZE,2023,9.610001,18,43.97,28.420002,27.610001
Democratic Republic of Congo,COD,2004,14.290001,34.56,37.760002,13.39,48.850001
Democratic Republic of Congo,COD,2005,14.32,34.47,37.81,13.400001,48.79
Democratic Republic of Congo,COD,2008,14.370001,34.23,37.97,13.429999,48.600001
Democratic Republic of Congo,COD,2012,14.5,33.87,38.15,13.47,48.37
Democratic Republic of Congo,COD,2022,19.230001,34.21,34.19,12.37,53.440001
Democratic Republic of Congo,COD,2023,19.230001,34.21,34.19,12.37,53.440001
Denmark,DNK,1980,7.12,19.130001,49.1,24.66,26.250001
Denmark,DNK,1981,6.92,19.15,49.28,24.65,26.07
Denmark,DNK,1982,7.1000004,18.87,49.18,24.86,25.9700004
Denmark,DNK,1983,8.7300005,18.76,47.9,24.609999,27.4900005
Denmark,DNK,1984,9.99,18.51,47.06,24.439999,28.5
Denmark,DNK,1985,9.9,18.66,46.96,24.48,28.56
Denmark,DNK,1986,9.28,18.57,47.39,24.77,27.85
Denmark,DNK,1987,9.77,18.880001,47.03,24.33,28.650001
Denmark,DNK,1988,8.53,18.960001,47.72,24.789999,27.490001
Denmark,DNK,1989,8.56,18.98,47.600002,24.85,27.54
Denmark,DNK,1990,8.190001,18.65,46.51,26.65,26.840001
Denmark,DNK,1991,8.36,18.52,46.52,26.609999,26.88
Denmark,DNK,1992,8.18,18.59,46.52,26.710001,26.77
Denmark,DNK,1993,8.81,18.94,47.16,25.080002,27.75
Denmark,DNK,1994,9.24,19.74,44.95,26.06,28.98
Denmark,DNK,1995,9.83,18.960001,46.52,24.699999,28.790001
Denmark,DNK,1996,10.31,18.89,46.129997,24.68,29.2
Denmark,DNK,1997,12.29,18.33,43.68,25.69,30.62
Denmark,DNK,1998,10.28,18.7,44.68,26.339998,28.98
Denmark,DNK,1999,11.93,18.91,43.67,25.490002,30.84
Denmark,DNK,2000,11.45,19.230001,43.85,25.48,30.680001
Denmark,DNK,2001,10.400001,18.78,44.64,26.179998,29.180001
Denmark,DNK,2002,9.58,19.470001,46.39,24.55,29.050001
Denmark,DNK,2003,9.26,19.29,46.21,25.240002,28.55
Denmark,DNK,2004,9.91,19.63,45.969997,24.48,29.54
Denmark,DNK,2005,10.78,19.5,43.76,25.960001,30.28
Denmark,DNK,2006,11.22,18.98,43.8,26,30.2
Denmark,DNK,2007,10.86,18.94,44.03,26.179998,29.8
Denmark,DNK,2008,10.2300005,19.460001,45,25.310001,29.6900015
Denmark,DNK,2009,9.440001,19.36,45.579998,25.619999,28.800001
Denmark,DNK,2010,11.389999,20.1,45.4,23.119999,31.489999
Denmark,DNK,2011,12.179999,19.96,45.13,22.73,32.139999
Denmark,DNK,2012,13.13,19.859999,44.65,22.36,32.989999
Denmark,DNK,2013,14.02,20.62,43.8,21.56,34.64
Denmark,DNK,2014,13.37,20.45,44.3,21.89,33.82
Denmark,DNK,2015,14.659999,19.75,43.97,21.619999,34.409999
Denmark,DNK,2016,14.759999,20.85,43.22,21.17,35.609999
Denmark,DNK,2017,13.03,21.03,44.4,21.55,34.06
Denmark,DNK,2022,12.51,20.49,44.14,22.859999,33
Denmark,DNK,2023,12.44,20.66,44.07,22.83,33.1
Djibouti,DJI,2002,15.25,32.13,38.22,14.4,47.38
Djibouti,DJI,2012,17.07,34.33,36.219997,12.38,51.4
Djibouti,DJI,2013,16.29,34.63,36.3,12.77,50.92
Djibouti,DJI,2017,15.73,33.41,37.05,13.809999,49.14
Djibouti,DJI,2022,15.73,33.41,37.05,13.809999,49.14
Djibouti,DJI,2023,15.73,33.41,37.05,13.809999,49.14
Dominica,DMA,1980,23.75,32.190002,35.87,8.190001,55.940002
Dominica,DMA,1981,23.64,32.29,35.9,8.16,55.93
Dominica,DMA,1982,23.53,32.4,35.94,8.13,55.93
Dominica,DMA,1983,23.42,32.510002,35.97,8.1,55.930002
Dominica,DMA,1984,23.31,32.61,36.01,8.070001,55.92
Dominica,DMA,1985,23.19,32.73,36.04,8.030001,55.92
Dominica,DMA,1986,23.07,32.85,36.09,8,55.92
Dominica,DMA,1987,22.949999,32.96,36.12,7.96,55.909999
Dominica,DMA,1988,22.83,33.079998,36.16,7.9300003,55.909998
Dominica,DMA,1989,22.71,33.21,36.21,7.8599997,55.92
Dominica,DMA,1990,22.58,33.34,36.26,7.83,55.92
Dominica,DMA,1991,22.57,33.23,36.3,7.8900003,55.8
Dominica,DMA,1992,22.550001,33.149998,36.37,7.9300003,55.699999
Dominica,DMA,1993,22.54,33.059998,36.44,7.9700003,55.599998
Dominica,DMA,1994,22.53,32.97,36.489998,8,55.5
Dominica,DMA,1995,22.52,32.88,36.559998,8.04,55.4
Dominica,DMA,1996,22.51,32.8,36.62,8.070001,55.31
Dominica,DMA,1997,22.5,32.71,36.68,8.110001,55.21
Dominica,DMA,1998,22.490002,32.63,36.73,8.14,55.120002
Dominica,DMA,1999,22.480001,32.550003,36.8,8.18,55.030004
Dominica,DMA,2000,22.470001,32.47,36.86,8.21,54.940001
Dominica,DMA,2001,22.310001,32.460003,36.98,8.26,54.770004
Dominica,DMA,2002,22.16,32.440002,37.09,8.299999,54.600002
Dominica,DMA,2003,22.02,32.43,37.22,8.349999,54.45
Dominica,DMA,2004,21.89,32.41,37.31,8.389999,54.3
Dominica,DMA,2005,21.76,32.4,37.41,8.429999,54.16
Dominica,DMA,2006,21.64,32.390003,37.5,8.46,54.030003
Dominica,DMA,2007,21.529999,32.370003,37.6,8.5,53.900002
Dominica,DMA,2008,21.42,32.36,37.69,8.53,53.78
Dominica,DMA,2009,21.31,32.350002,37.77,8.57,53.660002
Dominica,DMA,2010,21.21,32.34,37.86,8.6,53.55
Dominica,DMA,2011,21.199999,31.830002,37.8,9.17,53.030001
Dominica,DMA,2012,21.199999,31.32,37.75,9.74,52.519999
Dominica,DMA,2013,21.199999,30.8,37.69,10.3,51.999999
Dominica,DMA,2014,21.199999,30.300001,37.65,10.86,51.5
Dominica,DMA,2015,21.189999,29.800001,37.59,11.41,50.99
Dominica,DMA,2016,21.189999,29.300001,37.55,11.97,50.49
Dominica,DMA,2017,21.189999,28.8,37.49,12.51,49.989999
Dominica,DMA,2018,21.18,28.32,37.44,13.06,49.5
Dominica,DMA,2019,21.18,27.829998,37.41,13.6,49.009998
Dominica,DMA,2020,21.199999,27.369999,37.38,14.059999,48.569998
Dominica,DMA,2021,21.199999,27.369999,37.38,14.059999,48.569998
Dominica,DMA,2022,21.199999,27.369999,37.38,14.059999,48.569998
Dominica,DMA,2023,21.199999,27.369999,37.38,14.059999,48.569998
Dominican Republic,DOM,2013,19.45,37.17,35.620003,7.75,56.62
Dominican Republic,DOM,2014,19.96,33.91,37.89,8.24,53.87
Dominican Republic,DOM,2015,20.57,34.24,36.96,8.23,54.81
Dominican Republic,DOM,2016,24.17,31.600002,35.52,8.71,55.770002
Dominican Republic,DOM,2017,19.050001,33.829998,37.47,9.660001,52.879999
Dominican Republic,DOM,2018,25.420002,29.76,35.370003,9.45,55.180002
Dominican Republic,DOM,2021,16.04,32.620003,40.68,10.66,48.660003
Dominican Republic,DOM,2022,15.18,30.529999,42.84,11.44,45.709999
Dominican Republic,DOM,2023,15.18,30.529999,42.84,11.44,45.709999
East Timor,TLS,2001,17.36,28.34,40.03,14.27,45.7
East Timor,TLS,2007,14.280001,25.07,41.97,18.68,39.350001
East Timor,TLS,2014,14.9800005,25.380001,41.03,18.6,40.3600015
East Timor,TLS,2022,14.89,25.350002,41.04,18.71,40.240002
East Timor,TLS,2023,15.03,25.310001,40.98,18.68,40.340001
Ecuador,ECU,2002,19.66,33.86,37.36,9.12,53.52
Ecuador,ECU,2003,19.83,32.82,38,9.35,52.65
Ecuador,ECU,2004,19.08,32.78,38.45,9.690001,51.86
Ecuador,ECU,2005,18.34,32.73,38.89,10.04,51.07
Ecuador,ECU,2006,15.93,32.73,40.38,10.96,48.66
Ecuador,ECU,2007,20.640001,33.69,36.46,9.2,54.330001
Ecuador,ECU,2008,14.57,35.24,40.05,10.14,49.81
Ecuador,ECU,2009,14.139999,34.42,41.3,10.14,48.559999
Ecuador,ECU,2010,18.05,32.54,39.46,9.95,50.59
Ecuador,ECU,2011,13.13,31.510002,44.02,11.33,44.640002
Ecuador,ECU,2012,20.17,27.050001,42.04,10.74,47.220001
Ecuador,ECU,2013,15.96,29.499998,42.51,12.030001,45.459998
Ecuador,ECU,2014,14.830001,29.16,42.57,13.44,43.990001
Ecuador,ECU,2015,12.47,29.42,44.49,13.63,41.89
Ecuador,ECU,2016,12.3,28.45,45.68,13.58,40.75
Ecuador,ECU,2017,13.950001,28.55,44.46,13.05,42.500001
Ecuador,ECU,2018,14.69,30.12,42.739998,12.45,44.81
Ecuador,ECU,2019,14.059999,29.980001,43.83,12.13,44.04
Ecuador,ECU,2022,14,31.21,43.94,10.83,45.21
Ecuador,ECU,2023,14,31.21,43.94,10.83,45.21
Egypt,EGY,1990,16.060001,29.710001,34.760002,19.460001,45.770002
Egypt,EGY,1992,16.47,29.210001,34.53,19.789999,45.680001
Egypt,EGY,1993,16.72,28.960001,34.38,19.939999,45.680001
Egypt,EGY,1994,16.88,28.740002,34.27,20.11,45.620002
Egypt,EGY,1995,16.59,28.670002,34.35,20.39,45.260002
Egypt,EGY,1996,17.85,29.12,33.68,19.35,46.97
Egypt,EGY,1997,18.09,29.890001,33.43,18.59,47.980001
Egypt,EGY,1998,18.970001,30.38,32.93,17.720001,49.350001
Egypt,EGY,1999,19.56,30.939999,32.56,16.949999,50.499999
Egypt,EGY,2000,19.48,30.84,32.75,16.93,50.32
Egypt,EGY,2001,19.2,30.809998,33.04,16.96,50.009998
Egypt,EGY,2002,19.08,30.73,33.239998,16.949999,49.81
Egypt,EGY,2003,18.92,30.66,33.469997,16.949999,49.58
Egypt,EGY,2004,19.54,30.300001,33.37,16.789999,49.840001
Egypt,EGY,2005,19.050001,30.289999,33.73,16.94,49.34
Egypt,EGY,2006,19.44,30.75,33.17,16.63,50.19
Egypt,EGY,2007,19.89,29.640001,33.629997,16.83,49.530001
Egypt,EGY,2008,19.63,29.58,33.87,16.92,49.21
Egypt,EGY,2009,18.74,29.589998,34.11,17.57,48.329998
Egypt,EGY,2010,18.07,29.51,34.25,18.17,47.58
Egypt,EGY,2011,18.55,29.390001,34.51,17.550001,47.940001
Egypt,EGY,2012,18.79,30.000002,34.44,16.76,48.790002
Egypt,EGY,2013,19.57,29.249998,34.4,16.789999,48.819998
Egypt,EGY,2014,20.79,28.960001,33.73,16.52,49.750001
Egypt,EGY,2015,20.92,29.07,33.539997,16.48,49.99
Egypt,EGY,2016,20.99,28.78,33.57,16.65,49.77
Egypt,EGY,2017,20.18,28.810001,34,17.01,48.990001
Egypt,EGY,2022,18.539999,29.33,34.16,17.98,47.869999
Egypt,EGY,2023,18.5,29.339998,34.17,17.99,47.839998
El Salvador,SLV,2002,17.880001,33.04,42.29,6.79,50.920001
El Salvador,SLV,2003,15.950001,33.55,42.41,8.08,49.500001
El Salvador,SLV,2004,17.23,33.04,41.49,8.25,50.27
El Salvador,SLV,2005,20.11,32.530003,40.62,6.73,52.640003
El Salvador,SLV,2006,15.870001,34.17,41.61,8.349999,50.040001
El Salvador,SLV,2007,17.9,33.53,40.32,8.24,51.43
El Salvador,SLV,2008,16.97,33.86,40.87,8.309999,50.83
El Salvador,SLV,2009,16.050001,34.18,41.4,8.37,50.230001
El Salvador,SLV,2010,13.349999,33.96,43.93,8.75,47.309999
El Salvador,SLV,2011,14.25,32.65,43.96,9.139999,46.9
El Salvador,SLV,2012,15.150001,31.34,43.97,9.53,46.490001
El Salvador,SLV,2013,23.14,29.429998,38.79,8.65,52.569998
El Salvador,SLV,2014,21.52,29.890001,40.149998,8.429999,51.410001
El Salvador,SLV,2015,15.19,31.970001,43.95,8.89,47.160001
El Salvador,SLV,2016,19.43,29.38,42.629997,8.55,48.81
El Salvador,SLV,2017,13.879999,29.74,46.93,9.45,43.619999
El Salvador,SLV,2018,13.75,30.12,46.55,9.570001,43.87
El Salvador,SLV,2022,12.77,29.56,47.15,10.52,42.33
El Salvador,SLV,2023,12.77,29.56,47.15,10.52,42.33
Equatorial Guinea,GNQ,2022,18.77,33.64,35.33,12.259999,52.41
Equatorial Guinea,GNQ,2023,18.87,33.6,35.27,12.25,52.47
Eritrea,ERI,2022,13.63,31.23,38.170002,16.97,44.86
Eritrea,ERI,2023,13.63,31.23,38.170002,16.97,44.86
Estonia,EST,1988,4.4,18.57,52.14,24.88,22.97
Estonia,EST,1999,14.679999,26.320002,43.35,15.639999,41.000001
Estonia,EST,2000,14.679999,26.03,43.38,15.9,40.709999
Estonia,EST,2001,14.599999,26.019999,43.6,15.780001,40.619998
Estonia,EST,2002,16.35,26.210001,42.2,15.24,42.560001
Estonia,EST,2003,16.09,26.640001,43.46,13.82,42.730001
Estonia,EST,2004,16.04,25.23,43.489998,15.24,41.27
Estonia,EST,2005,19.24,25.279999,40.37,15.11,44.519999
Estonia,EST,2006,15.51,25.14,43.2,16.150002,40.65
Estonia,EST,2007,15.809999,23.3,43.05,17.83,39.109999
Estonia,EST,2008,13.009999,24.32,44.74,17.93,37.329999
Estonia,EST,2009,9.49,24.68,46.5,19.33,34.17
Estonia,EST,2010,11.13,24.75,45.829998,18.289999,35.88
Estonia,EST,2011,12.74,24.449999,45.25,17.560001,37.189999
Estonia,EST,2012,14.7300005,24.81,43.61,16.859999,39.5400005
Estonia,EST,2013,12.91,25.88,45.190002,16.03,38.79
Estonia,EST,2014,13.13,24.92,44.58,17.37,38.05
Estonia,EST,2015,11.1,24.279999,46.17,18.46,35.379999
Estonia,EST,2016,11.16,23.9,47.13,17.810001,35.06
Estonia,EST,2017,12.32,22.15,46.07,19.45,34.47
Estonia,EST,2018,12.82,22.25,45.31,19.619999,35.07
Estonia,EST,2022,12.559999,22.53,45.25,19.65,35.089999
Estonia,EST,2023,12.52,22.54,45.28,19.66,35.06
Eswatini,SWZ,1994,21.539999,40.17,29.14,9.15,61.709999
Eswatini,SWZ,2000,21.48,40.2,29.15,9.16,61.68
Eswatini,SWZ,2009,18.199999,38.72,33.55,9.53,56.919999
Eswatini,SWZ,2016,19.210001,40.32,32.09,8.38,59.530001
Eswatini,SWZ,2022,19.210001,40.32,32.09,8.38,59.530001
Eswatini,SWZ,2023,19.220001,40.31,32.09,8.38,59.530001
Ethiopia,ETH,1981,31.310001,27.5,29.179998,12,58.810001
Ethiopia,ETH,1995,31.310001,27.509998,29.179998,12,58.819999
Ethiopia,ETH,1999,13.28,28.310001,39.08,19.320002,41.590001
Ethiopia,ETH,2004,14.81,27.34,38.620003,19.230001,42.15
Ethiopia,ETH,2005,14.990001,27.599998,38.460003,18.95,42.589999
Ethiopia,ETH,2010,14.759999,29.249998,38.2,17.79,44.009997
Ethiopia,ETH,2015,13.63,31.23,38.170002,16.97,44.86
Ethiopia,ETH,2022,13.63,31.23,38.170002,16.97,44.86
Ethiopia,ETH,2023,13.63,31.23,38.170002,16.97,44.86
Fiji,FJI,1980,8.81,26.359999,43.239998,21.6,35.169999
Fiji,FJI,1981,8.95,26.31,43.18,21.56,35.26
Fiji,FJI,1982,9.099999,26.249998,43.14,21.51,35.349997
Fiji,FJI,1983,9.25,26.199999,43.079998,21.47,35.449999
Fiji,FJI,1984,9.4,26.140001,43.04,21.43,35.540001
Fiji,FJI,1985,9.55,26.089998,42.98,21.38,35.639998
Fiji,FJI,1986,9.71,26.03,42.92,21.33,35.74
Fiji,FJI,1987,9.87,25.97,42.87,21.289999,35.84
Fiji,FJI,1988,10.03,25.92,42.809998,21.24,35.95
Fiji,FJI,1989,10.2,25.85,42.76,21.189999,36.05
Fiji,FJI,1990,10.37,25.79,42.69,21.14,36.16
Fiji,FJI,1991,10.65,25.82,42.39,21.14,36.47
Fiji,FJI,1992,10.91,25.87,42.1,21.13,36.78
Fiji,FJI,1993,11.17,25.9,41.79,21.13,37.07
Fiji,FJI,1994,11.42,25.93,41.52,21.119999,37.35
Fiji,FJI,1995,11.66,25.97,41.260002,21.119999,37.63
Fiji,FJI,1996,11.89,26,40.99,21.119999,37.89
Fiji,FJI,1997,12.12,26.03,40.73,21.11,38.15
Fiji,FJI,1998,12.34,26.06,40.49,21.11,38.4
Fiji,FJI,1999,12.549999,26.089998,40.239998,21.11,38.639997
Fiji,FJI,2000,12.76,26.12,40.02,21.1,38.88
Fiji,FJI,2001,13.14,26.62,39.6,20.65,39.76
Fiji,FJI,2002,13.51,27.1,39.19,20.2,40.61
Fiji,FJI,2003,13.879999,27.57,38.79,19.76,41.449999
Fiji,FJI,2004,14.23,28.04,38.4,19.33,42.27
Fiji,FJI,2005,14.58,28.490002,38.02,18.92,43.070002
Fiji,FJI,2006,14.920001,28.93,37.65,18.51,43.850001
Fiji,FJI,2007,15.25,29.37,37.27,18.109999,44.62
Fiji,FJI,2008,15.57,29.789999,36.91,17.720001,45.359999
Fiji,FJI,2009,15.889999,30.199999,36.57,17.34,46.089998
Fiji,FJI,2010,16.2,30.61,36.219997,16.97,46.81
Fiji,FJI,2011,16.18,30.829998,36.129997,16.859999,47.009998
Fiji,FJI,2012,16.16,31.029999,36.04,16.76,47.189999
Fiji,FJI,2013,16.140001,31.23,35.95,16.67,47.370001
Fiji,FJI,2014,16.12,31.420002,35.89,16.58,47.540002
Fiji,FJI,2015,16.11,31.59,35.79,16.5,47.7
Fiji,FJI,2016,16.09,31.77,35.73,16.42,47.86
Fiji,FJI,2017,16.07,31.93,35.66,16.34,48
Fiji,FJI,2018,16.060001,32.09,35.600002,16.26,48.150001
Fiji,FJI,2019,16.050001,32.23,35.530003,16.19,48.280001
Fiji,FJI,2020,16.03,32.38,35.460003,16.12,48.41
Fiji,FJI,2021,16.03,32.38,35.460003,16.12,48.41
Fiji,FJI,2022,16.03,32.38,35.460003,16.12,48.41
Fiji,FJI,2023,16.03,32.38,35.460003,16.12,48.41
Finland,FIN,1980,6.3900003,20.74,49.079998,23.800001,27.1300003
Finland,FIN,1981,5.44,20.68,49.81,24.08,26.12
Finland,FIN,1982,5.2000003,20.6,50.129997,24.07,25.8000003
Finland,FIN,1983,5.3199997,20.58,50.1,23.99,25.8999997
Finland,FIN,1984,6.06,20.67,49.36,23.92,26.73
Finland,FIN,1985,5.6000004,20.68,49.68,24.04,26.2800004
Finland,FIN,1986,5.31,20.630001,49.91,24.15,25.940001
Finland,FIN,1987,6.57,20.75,48.649998,24.03,27.32
Finland,FIN,1988,6.6699996,20.27,47.36,25.69,26.9399996
Finland,FIN,1989,5.77,20.74,48.969997,24.529999,26.51
Finland,FIN,1990,4.5099998,20.6,50.57,24.31,25.1099998
Finland,FIN,1991,3.74,20.119999,51.07,25.07,23.859999
Finland,FIN,1992,3.6100001,20.11,50.92,25.36,23.7200001
Finland,FIN,1993,4.81,20.34,49.39,25.470001,25.15
Finland,FIN,1994,7.13,21.06,47.88,23.93,28.19
Finland,FIN,1995,8.79,20.31,44.9,25.99,29.1
Finland,FIN,1996,9.24,20.890001,46.309998,23.57,30.130001
Finland,FIN,1997,10.87,20.48,43.48,25.170002,31.35
