country,country_code,report_year,income_poorest_10,income_richest_10,population,region
United States,USA,1968,14.20127,81.84641,203011021,North America
United States,USA,1967,13.3257265,80.1274,200699913,North America
United States,USA,1966,11.583068,76.31692,198265397,North America
United States,USA,1965,12.0040245,75.23233,195653775,North America
United States,USA,1964,11.396183,71.86181,192819456,North America
United States,USA,1963,10.614127,67.54615,189825228,North America
Uruguay,URY,2022,8.094083,53.948948,3390913,South America
Uruguay,URY,2021,7.9617605,51.315647,3396692,South America
Uruguay,URY,2020,7.7834115,51.564365,3398967,South America
Uruguay,URY,2019,8.640966,55.229515,3397205,South America
Uruguay,URY,2018,8.849059,56.197166,3394539,South America
Uruguay,URY,2017,9.070363,56.820152,3388444,South America
Uruguay,URY,2016,8.506525,54.982883,3379280,South America
Uruguay,URY,2015,8.427494,56.38568,3368022,South America
Uruguay,URY,2014,8.293595,55.731308,3356342,South America
Uruguay,URY,2013,7.8275447,53.049263,3345335,South America
Uruguay,URY,2012,7.646619,51.79955,3335405,South America
Uruguay,URY,2011,7.296576,51.78742,3326829,South America
Uruguay,URY,2010,6.3303633,49.003727,3318582,South America
Uruguay,URY,2009,5.996282,48.815395,3310093,South America
Uruguay,URY,2008,5.8373003,45.67424,3302183,South America
Uruguay,URY,2007,5.0588317,41.989765,3295155,South America
Uruguay,URY,2006,4.764529,38.678715,3289508,South America
Uzbekistan,UZB,2022,5.220322,24.087793,34938955,Asia
Uzbekistan,UZB,2003,0.62239134,2.858203,25711261,Asia
Uzbekistan,UZB,2002,0.7185011,2.9050717,25399988,Asia
Uzbekistan,UZB,2000,0.5984211,2.7923882,24787051,Asia
Uzbekistan,UZB,1998,0.540995,4.805987,24134929,Asia
Vanuatu,VUT,2019,2.1503327,9.362888,291994,Oceania
Vanuatu,VUT,2010,1.8575467,9.585532,238257,Oceania
Venezuela,VEN,2006,2.7593973,23.086597,27224691,South America
Venezuela,VEN,2005,1.3500963,19.087372,26785797,South America
Venezuela,VEN,2004,1.432575,15.862229,26340843,South America
Venezuela,VEN,2003,1.2505498,14.148782,25892711,South America
Venezuela,VEN,2002,1.459352,16.71952,25435673,South America
Venezuela,VEN,2001,2.1192582,20.013277,24979933,South America
Venezuela,VEN,1999,1.9251721,18.90227,24066596,South America
Venezuela,VEN,1998,2.10746,21.08449,23601340,South America
Venezuela,VEN,1995,2.157953,19.496866,22193822,South America
Venezuela,VEN,1992,3.3919215,23.435095,20780945,South America
Venezuela,VEN,1989,3.1865191,25.492153,19348925,South America
Venezuela,VEN,1987,2.4641447,32.410156,18394970,South America
Venezuela,VEN,1981,2.5489907,34.83713,15687305,South America
Vietnam,VNM,2022,5.068902,25.06949,99680656,Asia
Vietnam,VNM,2020,5.1268063,27.2805,98079196,Asia
Vietnam,VNM,2018,4.7185063,24.314356,96237319,Asia
Vietnam,VNM,2016,4.3774385,21.568453,94000115,Asia
Vietnam,VNM,2014,3.830066,18.570715,91679583,Asia
Vietnam,VNM,2012,3.6266868,17.838165,89510357,Asia
Vietnam,VNM,2010,3.2231448,17.721642,87455150,Asia
Vietnam,VNM,2008,2.0718417,9.938828,85175789,Asia
Vietnam,VNM,2006,1.8716496,9.193583,82167900,Asia
Vietnam,VNM,2004,1.6814088,8.516796,80338978,Asia
Vietnam,VNM,2002,1.4917238,7.275254,78772227,Asia
Vietnam,VNM,1997,1.6341429,7.177404,74226890,Asia
Vietnam,VNM,1992,1.2249863,5.553329,68260336,Asia
Yemen,YEM,2014,1.6843084,8.233037,30226310,Asia
Yemen,YEM,2005,2.1121907,8.839294,22790082,Asia
Yemen,YEM,1998,2.2956402,11.306783,18446016,Asia
Zambia,ZMB,2022,0.49771932,5.5207067,20152934,Africa
Zambia,ZMB,2015,0.48188463,6.3408227,16399090,Africa
Zambia,ZMB,2010,0.5595078,5.662489,13965592,Africa
Zambia,ZMB,2006,0.49277553,5.631337,12129559,Africa
Zambia,ZMB,2004,0.52715117,5.9958005,11338200,Africa
Zambia,ZMB,2002,0.8647657,4.9354653,10647957,Africa
Zambia,ZMB,1998,0.8165252,7.099215,9482414,Africa
Zambia,ZMB,1996,0.8412573,7.2774343,9004058,Africa
Zambia,ZMB,1993,0.42260233,6.110748,8373922,Africa
Zambia,ZMB,1991,0.25,7.3279586,7981654,Africa
Zimbabwe,ZWE,2019,1.1027011,9.015284,15271377,Africa
Zimbabwe,ZWE,2017,1.344131,8.813227,14812484,Africa
Zimbabwe,ZWE,2011,1.5879284,10.548156,13595422,Africa
